name,Ar_0.001,Ar_0.01,Ar_0.1,Ar_1.0,Ar_10.0,Ar_100.0,Ar_1000.0,Ar_2000.0,Ar_4000.0,Ar_6000.0,Ar_8000.0,Ar_10000.0,Ar_12000.0,Ar_14000.0,Ar_16000.0,Ar_18000.0,Ar_20000.0,Ar_24000.0,Ar_28000.0,Ar_30000.0,Ar_32000.0,Ar_36000.0,Ar_40000.0,Ar_50000.0,Ar_60000.0,Ar_70000.0,Ar_80000.0,Ar_90000.0,Ar_100000.0,pld,lcd,surface_area_m2cm3,surface_area_m2g,void_fraction,length_a,length_b,length_c,angle_alpha,angle_beta,angle_gamma
HAWVIM_clean-(id_177200),0.835333,8.51498,79.7224,111.389,116.681,126.622,138.122,141.628,149.518,159.546,161.741,166.7,168.251,167.373,169.702,171.462,172.635,172.33,174.953,173.389,175.869,177.836,176.838,179.156,178.718,179.729,177.876,179.082,178.084,3.72498,5.41474,1201.98,771.152,0.522,11.5776,16.2984,12.0326,90,112.5,90
HAWVOS_clean-(id_177201),1.03031,10.8078,87.396,108.933,112.434,120.297,130.089,132.954,137.554,140.341,142.725,147.603,148.528,152.053,147.402,150.353,153.622,155.814,155.578,161.723,156.531,155.019,160.034,162.362,168.686,168.529,169.88,166.96,170.202,3.71334,5.41179,1198.02,736.358,0.519,11.614,16.0888,12.0204,90,112.699,90
HAWVUY_clean-(id_177202),0.872908,9.13654,82.691,110.043,114.995,125.891,135.772,141.798,144.489,153.97,157.526,166.645,164.503,164.835,168.693,167.787,165.784,168.682,171.154,171.142,173.474,172.726,171.439,175.715,175.423,176.113,177.47,175.999,175.073,3.7248,5.4288,1209.7,762.135,0.523,11.6017,16.2188,12.0231,90,112.571,90
HAWWAF_clean-(id_177203),1.15932,11.9851,88.9908,109.687,113.524,119.691,128.003,131.86,134.289,136.461,137.995,139.881,140.417,144.992,143.661,145.614,150.074,148.072,147.061,147.74,149.199,148.583,150.608,154.383,159.697,161.65,163.402,161.47,158.515,3.69998,5.36818,1179.03,728.804,0.5186,11.5408,16.159,12.0019,90,112.733,90
HAWWEK_clean-(id_177205),0.0677303,0.6485,6.80945,104.065,376.11,416.528,445.639,464.473,477.634,487.456,492.016,497.47,496.789,502.36,502.511,506.114,509.935,511.805,511.144,514.518,510.95,510.144,513.62,511.551,519.918,517.828,522.707,520.206,521.541,4.09444,6.09263,2614.48,3192.37,0.6796,18.9011,14.8488,12.9302,90,90,90
HAWWIN_clean-(id_177206),0.00880648,0.0958191,0.961543,8.83785,53.5502,252.299,383.449,394.09,404.353,414.276,418.75,418.966,422.101,425.738,429.976,429.639,430.452,431.304,439.79,437.353,439.129,443.331,445.655,451.734,454.689,452.812,455.65,458.122,456.565,6.00048,6.94632,2578.05,2486.94,0.6936,11.6871,17.3413,25.8512,102.3010,90.0000,90.0000
HAWWOT_clean-(id_177207),0.00678021,0.0708415,0.726885,6.86387,52.6143,266.041,406.635,420.765,434.006,440.236,446.09,448.1,451.262,448.949,451.517,453.53,456.538,457.044,458.066,454.633,460.223,464.519,462.021,462.198,464.025,464.69,470.525,466.591,468.102,6.39517,7.05521,2567.24,2522.59,0.6952,12.1799,16.9836,25.7802,102.1090,90.0000,90.0000
HAWZEM_clean-(id_177210),73.6708,109.215,143.059,174.247,181.35,182.016,183.411,183.005,186.972,187.267,188.749,191.495,192.918,194.283,193.488,193.982,194.803,196.202,197.425,199.39,200.172,197.612,199.468,199.963,199.608,199.774,199.825,200.858,201.885,3.74089,4.83947,1060.99,826.263,0.5012,11.6755,12.2521,12.4948,90.0000,117.0460,90.0000
HAXMUP_clean-(id_177213),0.00335532,0.0240221,0.260499,2.57353,136.853,304.26,313.71,314.784,315.009,315.002,314.96,315.082,315.779,315.309,315.274,315.239,315.754,315.497,315.523,315.549,316.953,315.916,316.47,316.924,316.358,317.311,316.601,317.545,317.042,5.7692,8.05193,1247.11,1147.19,0.6042,10.0631,14.5166,14.5166,65.1711,76.6399,103.3600
HAXNOJ_clean-(id_177214),0.000367422,0.0033068,0.0345836,0.336283,3.62453,41.3424,251.405,261.614,267.525,270.873,271.247,273.656,275.583,276.492,278.714,280.731,281.005,282.672,285.632,287.615,286.811,290.152,290.997,291.969,295.756,298.973,299.688,300.968,301.845,4.53148,6.09414,2259.24,1841.57,0.705,22.773,8.549,18.85,90,90,90
HAYLIE_clean-(id_177215),0.113875,1.08226,11.3939,184.769,368.273,400.16,423.698,430.135,437.667,441.228,438.169,445.853,446.487,445.72,446.221,449.56,448.733,446.478,452.909,451.053,449.544,452.88,454.356,454.855,452.065,454.646,454.512,458.247,453.745,5.16312,7.09546,1782.71,2167.43,0.6384,10.3039,24.9425,11.574,90,93.197,90
HAZSIL_clean-(id_177229),0.0151235,0.150111,1.60094,22.9277,245.715,293.571,315.08,318.096,318.723,320.581,324.799,328.098,323.815,329.015,325.805,328.271,328.667,325.272,328.232,329.782,332.6,328.615,330.462,331.094,330.607,336.273,335.278,332.524,332.779,4.67009,7.68408,1999.16,1668.03,0.6332,9.5403,9.5403,26.6081,82.8900,82.8899,108.0340
HAZWIP_clean-(id_177230),0.00655122,0.0695932,0.693999,6.91594,78.5519,520.312,581.248,594.813,610.941,613.363,619.2,628.863,627.081,628.183,630.667,632.867,635.851,637.098,638.981,641.084,637.885,638.342,645.373,644.541,645.266,641.811,645.143,653.334,652.472,5.42004,6.08536,3171.25,4157.27,0.7336,11.0763,11.0763,27.4307,90,90,90
HEBJAB_clean-(id_177231),0.129851,1.36461,14.8843,84.8445,99.0493,100.334,100.697,100.69,100.618,101.004,101.84,102.278,101.288,100.874,101.619,101.05,102.142,102.141,103.704,104.531,102.707,103.776,105.165,103.02,104.284,102.816,102.455,106.301,103.754,4.1551,4.69189,652.957,548.006,0.4618,9.7300,10.1900,19.5290,78.0110,80.4000,87.7050
HEBKEG_clean-(id_177232),22.7309,58.3103,65.1425,69.5063,89.4261,109.869,121.344,122.663,125.469,125.71,126.285,127.369,127.466,128.128,128.374,128.14,127.238,128.622,129.405,129.66,129.293,130.313,130.328,130.385,130.565,129.958,130.462,129.618,130.08,3.88044,5.17721,1108.64,706.999,0.4678,5.8751,15.0670,16.4160,90.0000,90.0000,90.0000
HEBNIN_clean-(id_177233),0.0303896,0.332925,3.54878,37.1281,124.594,139.108,145.829,146.549,146.666,147.155,147.191,147.342,147.568,147.895,147.928,148.096,148.543,147.638,148.38,148.671,149.241,148.98,149.094,149.939,150.988,151.324,152.223,149.72,151.653,4.14842,5.00989,1561.26,752.77,0.5908,9.7111,16.7387,18.0226,90,90.29,90
HEBNOT_clean-(id_177234),0.00937401,0.102292,0.986113,8.93837,102.062,143.998,154.658,157.489,163.611,167.003,171.851,173.776,179.431,178.699,182.255,182.495,184.071,186.344,185.081,188.701,188.292,189.098,188.7,189.303,191.913,192.398,192.735,190.874,192.02,5.25559,6.16705,1791.16,870.001,0.601,9.697,17.5578,17.9345,90,90.327,90
HEDBEZ_clean-(id_177238),0.0201747,0.201842,2.00865,21.4471,90.0176,111.958,124.961,130.011,137.57,139.14,142.452,142.106,144.748,147.24,146.276,149.09,148.543,147.779,149.799,150.802,151.36,151.588,152.021,152.159,152.511,154.577,154.153,153.195,154.329,3.62598,5.55376,1285.48,623.479,0.5464,10.9229,11.5371,13.4516,69.5020,80.0490,62.2530
HEDBID_clean-(id_177239),0.018596,0.192179,1.89066,21.6195,88.63,108.797,121.404,127.2,130.224,135.399,137.935,138.628,142.577,143.752,143.87,144.679,145.869,145.369,147.781,148.729,148.058,150.084,148.306,149.187,149.374,151.323,152.767,151.409,151.434,3.58661,5.55564,1276.82,612.952,0.5458,10.8981,11.5452,13.4086,69.3990,79.9590,62.2420
HEDBOJ_clean-(id_177240),0.00161553,0.0175779,0.169992,1.66761,13.7798,89.2773,141.339,148.427,155.829,157.725,158.672,159.04,159.69,161.299,160.87,160.3,162.36,162.841,162.812,163.439,162.724,163.656,162.962,163.892,167.002,164.406,168.52,169.189,167.552,4.55303,6.12669,1566.11,693.232,0.5588,8.3188,15.8523,21.5884,90.0000,90.0000,90.0000
HEDBUP_clean-(id_177241),0.00182478,0.0174074,0.167039,1.71214,13.4786,90.8899,138.791,146.143,153.748,155.631,156.684,157.581,158.144,158.311,159.832,160.912,161.202,160.765,162.594,161.827,162.005,161.857,162.268,164.334,165.267,165.493,166.637,164.183,163.72,4.53553,6.082,1559.62,684.218,0.5574,8.3203,15.8367,21.5047,90.0000,90.0000,90.0000
HEDCAW_clean-(id_177242),0.14715,1.53531,13.5684,43.9757,133.354,360.028,405.753,420.465,429.508,433.973,434.835,438.642,442.869,444.445,444.372,443.98,446.519,449.322,447.316,449.405,449.212,449.767,451.467,451.066,453.794,453.522,453.868,454.539,455.069,6.62352,8.17736,1961.34,2090.97,0.6256,15.8085,15.8085,21.0207,85.2861,85.2861,60.5712
HEDCIE_clean-(id_177244),0.406242,4.25484,34.2407,119.766,218.482,264.854,298.71,304.125,307.225,309.787,314.005,316.355,318.654,317.332,318.382,319.084,321.224,324.002,323.17,318.775,322.088,322.608,324.814,324.32,326.515,326.108,327.469,328.135,325.582,6.25435,6.94357,1661.58,1615.44,0.5918,15.9190,18.3307,20.0870,65.4842,66.6561,64.2646
HEFDON_clean-(id_177249),14.0357,48.2415,72.2005,93.9062,133.499,207.224,235.749,238.277,244.297,246.382,247.295,248.746,251.226,249.628,250.482,251.455,256.023,256.224,255.983,258.009,254.238,256.68,256.859,258.939,261.738,262.386,267.116,264.09,268.84,6.30544,9.34267,1290.92,1019.56,0.564,9.9445,18.5391,20.2889,88.904,83.648,86.713
HEFFAB_charged-(id_177250),3.00398,19.0455,50.9592,84.1894,148.261,231.281,269.369,275.902,277.652,283.399,284.942,287.71,286.975,288.955,289.976,290.453,290.379,292.808,293.449,295.244,295.676,297.898,296.726,297.584,301.481,301.384,303.313,304.897,304.831,5.62921,9.07189,1330.32,1211.14,0.5808,19.8340,20.2240,20.2840,87.4800,64.4180,82.8960
HEFFEF_clean-(id_177251),8.79725,27.4923,45.6722,71.782,126.273,209.773,257.635,262.789,269.283,271.388,277.019,277.286,281.108,281.537,281.042,283.386,282.0,283.094,282.988,287.505,284.869,285.014,289.739,287.712,287.532,287.472,291.913,292.532,292.88,8.35297,9.54316,1191.49,1017.3,0.5608,10.006,18.34,20.26,88.72,83.46,86.86
HEFVAR_clean-(id_177252),2.37241,13.3621,24.2373,28.2905,30.9353,33.2198,39.1492,41.4415,42.6024,43.6195,43.9506,45.0828,44.8007,44.7571,45.8181,45.5537,45.7609,46.1121,46.1349,45.6012,46.0066,45.9665,46.0977,46.3195,46.6263,46.3526,46.5068,46.3151,46.3204,3.7824,4.22955,256.239,150.515,0.3872,15.6530,16.0791,16.0791,112.3230,90.8118,90.8118
HEGCEB_clean-(id_177253),0.00954395,0.0855547,0.862648,8.78589,134.037,257.285,299.571,303.058,305.141,305.755,307.73,308.474,309.806,308.75,308.081,309.163,309.731,309.863,312.043,309.453,309.783,313.534,315.053,315.994,315.619,319.136,319.035,319.138,318.45,4.46656,5.1693,1875.59,1763.26,0.6372,11.868,13.03,7.7113,105.956,94.951,91.584
HEGJUZ_clean-(id_177254),6.25562,26.0695,73.9535,175.92,213.62,227.08,230.264,230.792,233.305,232.536,233.433,233.747,235.113,236.179,235.548,236.736,241.067,241.319,242.875,244.08,243.885,245.803,243.033,243.683,244.897,245.098,244.4,246.151,245.728,4.73915,6.22529,1314.16,1205.3,0.551,14.6080,18.0410,24.8030,90.0000,90.0050,90.0000
HEGKAP_clean-(id_177255),276.125,291.022,298.84,308.178,332.452,351.629,354.501,354.678,355.559,355.108,354.407,357.034,358.222,358.033,359.112,360.85,362.888,363.161,363.395,363.808,364.622,368.99,370.102,369.999,373.64,376.774,377.94,379.461,381.075,5.2637,7.71357,2081.73,1616.53,0.6232,14.8999,14.8999,19.1362,90,90,90
HEGNAJ_clean-(id_177256),0.424107,5.02642,55.3357,77.0635,80.0971,80.8471,83.8678,85.3323,85.721,87.4179,87.455,88.485,87.7998,88.7078,88.5069,88.5128,88.1703,88.4905,89.4551,88.7369,88.7836,88.8668,89.2899,89.2609,89.2908,89.4592,89.026,89.375,89.2185,4.81592,6.01939,712.25,375.122,0.4102,23.7422,23.7422,13.4888,90,90,120
HEGNEN_clean-(id_177257),1.25935,26.0787,64.5799,70.0639,71.9318,77.5819,84.0707,88.4073,91.9872,92.679,93.5363,93.4118,93.5666,94.6016,95.0051,95.4219,94.1533,95.6978,94.9563,94.9825,96.0653,95.9192,95.4746,95.7524,95.5207,96.4955,96.5149,96.0684,96.2649,4.79042,5.92457,717.079,373.015,0.4062,23.6965,23.6965,13.5437,90,90,120
HEGNIR_clean-(id_177258),0.727224,7.61305,53.1403,75.1371,78.7936,79.04,79.4939,80.3079,81.0956,82.4665,83.118,83.4004,83.1669,83.8841,84.1327,84.652,84.4068,84.8176,85.5995,84.4104,84.4779,85.3296,86.1929,86.5739,87.3876,85.9264,86.4782,87.5035,87.14,4.74609,6.01675,685.918,355.156,0.4034,23.6635,23.6635,13.5686,90,90,120
HEGNOX_clean-(id_177259),1.28761,20.1406,64.8458,70.5853,75.8938,83.4465,86.3058,86.5655,87.0409,86.8535,88.2065,87.6815,88.5197,87.8052,87.7556,89.1248,87.6267,88.587,88.3275,89.6051,89.2531,89.2315,88.6968,89.7483,89.6115,90.8631,89.6388,89.7524,89.5802,4.7602,6.0763,711.305,364.096,0.416,23.6899,23.6899,13.5483,90,90,120
HEGNUD_clean-(id_177260),1.63214,36.804,72.8219,78.4494,79.3139,82.0872,85.8831,87.8349,89.0207,89.3841,90.4313,90.4687,89.8492,90.5555,91.1096,91.236,92.1741,92.3237,91.5322,93.6754,92.6882,94.4498,93.8904,93.1245,94.6676,93.8694,95.032,93.8275,94.6245,4.80382,5.94961,716.335,370.496,0.4134,23.716,23.716,13.447,90,90,120
HEGPAL_clean-(id_177261),0.975689,13.5148,62.6247,71.5647,77.5659,83.0201,86.6304,87.2917,87.9554,88.1447,88.1857,88.6103,88.7662,89.2511,89.0315,89.379,88.9213,88.6745,89.6281,89.1467,89.7198,89.239,90.4398,89.8865,90.0977,90.7433,91.0062,90.8007,90.3586,4.82106,5.89979,705.302,363.588,0.4094,23.74,23.74,13.4851,90,90,120
HEKTAU_clean-(id_177263),3.13457,42.6623,221.463,239.141,246.637,258.692,273.249,275.191,278.04,279.598,277.969,276.754,280.185,282.275,283.988,284.338,281.415,281.932,282.631,285.878,282.596,283.013,283.258,284.955,287.04,288.079,289.026,286.826,287.139,4.04271,4.87289,1707.65,1526.84,0.5666,11.3920,15.5684,17.6685,82.4152,71.1930,68.5389
HEMTEZ_clean-(id_177268),0.00660266,0.069745,0.702697,7.25125,57.6379,143.974,174.183,179.73,183.08,185.402,185.946,188.536,190.194,190.02,191.028,190.904,189.812,191.937,194.881,192.824,194.698,194.176,196.736,195.236,196.563,199.29,197.928,198.097,200.554,3.87493,6.9282,1526.38,874.763,0.561,27.745,16.1583,22.8192,90,90,90
HETZOW_clean-(id_177273),0.473805,4.51102,38.3546,142.725,156.191,166.072,175.283,177.399,179.308,180.084,180.25,182.202,181.967,182.082,182.568,183.157,182.921,184.012,184.634,185.313,185.357,184.757,185.855,185.496,186.529,186.28,186.585,187.521,187.685,3.86354,5.51262,1146.07,738.112,0.5024,17.124,17.124,14.724,90,90,90
HETZUC_charged-(id_177274),0.436982,4.27567,32.869,69.5133,92.7232,106.678,116.547,119.321,119.959,121.415,121.325,121.6,121.797,121.589,121.836,121.874,121.64,121.552,121.576,122.031,121.827,121.887,122.268,121.758,121.988,122.182,122.197,122.197,122.044,3.80214,5.49154,679.482,398.112,0.4578,14.7540,17.0380,17.0380,90.0000,90.0000,90.0000
HEWFUL_ion_b-(id_177275),0.29067,2.8923,17.6989,33.1904,60.6343,65.825,68.0043,69.5017,70.3829,70.2627,71.3421,71.4346,72.7217,72.5206,73.0143,72.5624,72.4883,73.3708,73.697,73.7791,74.1584,73.4955,74.2544,73.734,74.3384,74.5249,74.5369,74.8486,75.0458,4.94247,5.58258,467.165,280.425,0.3124,16.6939,16.6939,16.6939,117.0605,117.0605,117.0605
HEXNII_clean-(id_177276),43.742,54.9945,55.94,56.2223,56.6397,61.4942,66.3361,69.2307,68.7229,70.9066,70.7304,69.6386,70.2631,70.739,70.9444,71.8624,71.9017,72.8207,73.3832,72.2893,71.6406,72.3984,72.9665,75.4166,76.8415,76.6548,78.2205,76.9626,74.5674,4.1234,4.82402,643.637,410.671,0.4306,7.6396,10.1725,12.1168,114.8200,96.9017,90.0000
HEZPIL01_clean-(id_177284),0.0182182,0.190361,1.93943,26.311,171.91,179.978,184.031,186.65,187.588,188.292,191.175,190.353,191.267,192.82,191.049,192.434,190.62,193.257,192.036,194.543,192.699,194.65,194.362,194.813,196.463,195.494,195.952,195.695,193.77,3.8726,4.55228,1184.67,717.327,0.5308,10.464,17.142,8.4481,90,90,90
HIBGEF_clean-(id_177288),1.02946,10.5112,51.2256,69.5502,91.0115,119.231,129.004,129.781,130.501,130.211,130.641,130.449,130.579,130.601,130.686,130.556,130.519,130.671,130.657,130.592,130.686,130.627,130.666,130.686,130.628,130.592,130.686,130.626,130.672,3.60956,4.68206,703.501,495.576,0.4404,9.8530,11.3150,14.4000,91.3200,90.0000,90.0000
HIBGIJ_clean-(id_177289),0.0626544,0.661331,6.28004,39.737,71.0964,96.3286,101.925,102.711,102.79,102.961,102.939,103.031,103.0,103.014,102.933,103.065,103.057,103.067,103.031,103.071,103.02,102.986,103.028,103.031,103.062,103.072,103.063,103.042,103.072,3.80435,4.81263,798.009,480.911,0.4498,10.1650,11.6240,14.7380,91.4020,90.0000,90.0000
HICGEG_clean-(id_177291),0.44441,4.35386,32.8476,146.068,257.788,286.524,313.8,318.306,325.796,331.182,336.445,340.947,344.463,342.794,340.697,342.3,344.439,346.745,346.212,349.596,351.111,347.552,348.721,349.738,350.284,349.766,352.785,354.294,353.4,4.98345,7.22417,1756.83,1659.47,0.6354,37.241,19.217,25.547,90,132.41,90
HICVOG_clean-(id_177292),18.1786,102.558,144.083,159.948,178.378,206.197,215.669,216.125,217.825,218.827,219.297,219.138,219.043,219.529,219.29,219.008,219.114,219.3,219.29,219.292,219.629,219.012,219.841,220.422,219.7,219.301,219.853,219.253,219.301,4.34338,4.78823,1202.69,957.206,0.553,10.8140,10.8140,25.4100,90.0000,90.0000,90.0000
HICVUM_clean-(id_177293),1.16369,10.8224,81.0881,162.193,177.684,201.666,219.501,222.062,223.552,225.082,226.488,228.515,228.42,228.651,228.278,229.538,231.22,232.101,234.22,233.999,231.9,233.829,233.428,234.99,236.458,237.225,236.182,234.275,235.576,4.18424,5.70734,1533.97,1105.72,0.5594,12.7213,12.7213,20.7090,84.1600,84.1600,70.8696
HICZAW_clean-(id_177295),68.676,88.2186,92.2428,93.5818,94.1769,95.8028,102.655,108.468,111.42,114.761,119.195,123.408,125.051,123.22,125.361,125.165,126.949,127.516,127.688,126.423,128.45,128.806,127.915,129.13,127.676,129.07,130.721,130.358,129.237,4.0094,4.79099,629.232,376.812,0.4496,14.6026,16.6301,16.6617,90,90,90
HICZEA_clean-(id_177296),73.0695,90.4043,95.2015,96.5184,101.111,111.516,128.297,133.453,133.409,135.263,135.121,135.017,134.563,135.394,135.572,136.161,135.605,135.321,136.04,136.068,136.543,135.78,135.481,135.097,135.979,135.85,136.228,136.391,135.671,4.09471,4.83695,796.791,499.09,0.4516,14.665,16.7949,16.7292,90,90,90
HICZIE_clean-(id_177297),78.3443,88.4182,91.3798,93.1764,93.9548,96.7119,100.08,104.673,111.18,118.904,117.87,124.244,122.209,124.269,126.114,126.289,127.187,128.72,127.973,129.19,128.029,128.684,128.082,126.102,126.838,127.717,129.726,130.88,129.516,3.88223,4.75635,588.983,346.25,0.4418,14.6484,16.4358,16.5923,90,90,90
HIDCUU_clean-(id_177300),71.1778,89.3681,93.2366,94.297,94.3651,97.3484,103.477,105.969,111.268,120.337,123.473,126.111,130.105,127.743,128.964,124.588,127.676,130.622,130.444,130.409,128.321,130.01,132.13,131.021,130.725,132.284,131.09,131.306,132.261,4.04915,4.77714,586.612,350.848,0.4404,14.6077,16.5568,16.6303,90,90,90
HIDDAB_clean-(id_177301),82.6825,89.147,92.1866,92.9079,93.8043,96.2369,99.1413,103.143,103.777,109.27,110.281,112.5,114.552,116.237,118.159,119.569,120.993,119.79,123.501,122.53,124.017,124.456,124.107,125.553,126.54,127.284,126.536,124.963,124.181,3.99038,4.73402,716.864,418.513,0.4374,14.6702,16.3686,16.5747,90,90,90
HIFTUM_clean-(id_177307),0.0357633,0.334472,3.46027,36.7401,112.919,146.801,172.578,177.592,178.219,179.137,180.142,180.05,179.941,180.583,180.508,181.059,180.557,181.111,182.662,181.819,181.488,181.698,181.599,181.758,184.429,183.423,183.209,185.021,184.326,4.49793,6.30533,1014.53,868.802,0.5164,13.9985,13.9985,16.6880,80.9515,80.9515,61.6348
HIFVOI_clean-(id_177308),0.143564,1.32057,10.8444,36.6546,87.1923,247.578,377.129,397.307,421.683,426.137,433.802,443.391,447.111,451.123,453.444,457.048,459.794,459.621,460.99,467.727,465.451,470.677,467.064,472.307,480.967,479.398,482.727,483.817,484.214,6.57223,9.00136,2140.93,2506.03,0.7094,17.0580,19.0730,19.0730,90.0000,90.0000,90.0000
HIFWAV_clean-(id_177310),1.29251,10.078,38.1802,76.6056,140.995,193.504,218.688,228.911,236.435,240.465,240.98,243.747,243.749,244.57,245.552,245.938,245.101,245.498,245.027,245.492,246.546,246.085,246.662,246.547,246.765,246.56,246.818,246.975,246.552,4.81311,6.82644,1358.99,1190.16,0.5914,9.6097,24.3590,24.8040,91.7740,90.0000,90.0000
HIGRIA_clean-(id_177312),0.00328581,0.0383344,0.38161,3.93037,31.0561,223.443,779.529,812.074,833.559,851.301,861.065,867.113,874.502,875.83,879.131,884.142,888.037,889.354,896.935,898.739,899.384,903.012,910.398,911.794,912.79,914.959,920.201,930.235,930.268,6.86002,11.3319,2356.83,3628.15,0.774,17.7771,17.7771,19.1129,90.0000,90.0000,120.0000
HIHGIQ_clean-(id_177317),6.54398,27.272,80.1114,230.395,331.396,364.916,382.839,383.933,389.084,393.327,398.888,403.304,409.832,406.472,407.962,411.115,410.652,411.863,415.681,413.155,413.038,416.608,425.25,425.965,423.257,427.549,424.319,424.382,427.366,4.653,7.45404,1947.01,2155.89,0.6178,16.0346,16.0346,26.4710,84.3117,84.3117,84.3683
HIHGUC_clean-(id_177318),0.0309607,0.307809,3.13114,21.803,130.54,536.53,655.958,669.275,675.425,679.14,678.718,683.702,683.573,690.92,689.658,692.672,685.853,690.369,691.341,689.508,688.175,697.784,688.537,696.853,701.325,701.834,707.884,694.377,704.516,6.54623,8.04408,2211.4,3173.36,0.7326,16.2845,16.2845,27.6390,85.5636,85.5636,71.7533
HILJUJ_clean-(id_177321),0.00290816,0.029412,0.283479,2.87775,18.8771,52.5858,62.449,63.0606,63.2241,63.435,63.4218,63.4582,63.422,63.3758,63.4002,63.4278,63.4724,63.4779,63.4904,63.5034,63.4089,63.4983,63.5302,63.5512,63.5261,63.5894,63.5914,63.6231,63.58,3.63352,4.42922,310.567,158.245,0.4212,26.211,13.5295,6.7481,90,92.294,90
HIMSAY_clean-(id_177322),54.0313,133.168,272.566,283.597,284.767,286.196,288.467,290.983,293.636,293.036,293.156,294.587,296.566,298.095,297.097,296.484,294.52,294.468,293.85,295.167,296.414,298.349,298.54,300.848,301.372,299.697,299.703,299.982,299.416,3.64786,5.16871,1254.23,1272.47,0.5382,11.3610,12.6450,14.7750,90.0000,90.0000,90.0000
HIQKID_clean-(id_177323),0.458522,3.9424,15.4833,42.4072,75.469,90.63,94.2868,94.2633,94.5881,94.6376,94.7004,94.6117,94.6635,94.6054,94.685,94.6877,94.6977,94.7721,94.705,94.7038,94.7053,94.718,94.7062,94.6958,94.7101,94.7361,94.7107,94.7583,94.7192,3.8099,6.24462,1288.14,467.793,0.511,10.6636,13.3253,20.0859,90,90,90
HIQNAY_clean-(id_177324),11.2097,49.4069,100.99,171.443,196.633,213.953,226.528,228.305,228.658,228.833,228.913,228.973,229.101,229.32,229.192,228.961,228.85,229.059,229.137,229.373,229.362,229.804,229.544,230.17,229.716,229.965,229.638,229.494,230.305,4.94333,6.18436,1122.99,853.61,0.529,20.504,9.5776,19.444,90,103.735,90
HIQWOV_clean-(id_177327),0.244965,2.35475,20.8034,76.7786,218.016,284.749,313.306,324.048,334.362,335.915,340.572,342.409,348.497,348.13,346.64,347.016,350.703,352.485,353.692,353.524,352.667,351.479,354.298,357.013,357.921,358.995,358.614,359.284,357.869,5.10334,6.76103,1941.39,1802.66,0.6212,29.37,20.998,27.36,90,90,90
HISGAT_clean-(id_177328),3.25558,33.5213,64.6099,82.8408,92.2405,111.657,131.707,135.202,138.499,138.779,138.808,140.121,141.981,142.858,140.945,141.547,142.615,141.542,143.026,142.595,142.945,144.253,144.35,145.313,144.496,144.277,145.961,145.497,145.457,4.82954,5.66636,738.511,537.249,0.318,13.3553,14.5612,23.3400,107.9460,90.0000,117.2960
HISGIB_clean-(id_177329),0.851015,9.93897,50.3543,75.7173,97.0373,103.371,110.515,115.299,118.991,121.211,121.292,123.779,123.078,125.613,125.513,126.997,127.239,127.026,127.685,128.616,127.603,128.308,129.644,131.025,130.972,132.115,129.574,130.386,131.392,4.81928,6.02888,832.757,567.721,0.4806,6.0544,12.4991,14.7539,114.462,93.213,100.177
HISJIE_clean-(id_177331),0.0468485,0.447968,5.28906,54.9217,81.8031,96.6985,99.1477,99.6497,100.3,102.577,102.334,103.511,104.514,103.105,104.544,103.969,102.66,106.622,106.893,108.106,106.606,107.289,107.732,108.93,111.6,110.885,109.856,112.016,112.088,5.58535,6.27871,623.69,441.235,0.4354,14.3747,18.6330,23.9570,90.0000,90.0000,90.0000
HISSIN_clean-(id_177332),0.889541,6.85479,29.3734,104.66,209.342,248.419,270.429,274.465,276.533,283.922,284.468,287.527,285.295,293.181,291.422,293.934,293.766,300.132,298.022,300.742,296.956,296.756,295.445,298.269,303.818,303.371,305.917,307.057,303.661,4.63625,6.52902,1900.2,1572.41,0.613,12.949,13.869,27.972,104.315,98.301,94.349
HIVSAI_clean-(id_177335),73.7871,264.776,332.88,360.157,377.798,391.168,411.568,417.563,425.416,433.638,438.433,437.737,438.626,447.847,449.937,450.224,451.651,452.325,455.479,456.018,458.599,458.604,456.936,455.402,456.809,457.704,459.209,461.267,459.292,5.4896,8.01047,2085.43,1926.28,0.649,15.0609,15.0609,19.2433,90,90,90
HIWKEE_clean-(id_177336),0.0353224,0.368923,3.74467,39.896,121.231,175.374,193.724,195.691,197.27,197.249,198.943,200.807,201.319,200.235,201.636,203.297,203.597,203.626,204.045,204.879,204.779,206.527,204.734,205.447,206.952,208.597,208.578,210.305,206.272,3.90302,5.33619,1124.85,952.94,0.5362,10.9470,17.9080,19.3080,63.4460,75.2270,73.7880
HIWKII_clean-(id_177337),0.00216924,0.0238617,0.229834,2.52013,31.8319,191.208,213.974,221.497,229.974,233.448,237.7,239.295,241.083,243.389,244.835,244.908,248.727,248.444,244.695,247.979,249.325,249.968,251.075,252.902,253.471,252.823,253.92,255.054,254.324,3.52102,4.49598,746.378,588.079,0.5282,10.9413,10.9413,12.0520,76.8932,76.8932,86.9855
HIWLIK_clean-(id_177339),0.0991151,0.963849,10.4416,92.3733,164.337,172.935,173.683,173.68,173.7,173.699,173.689,173.692,173.699,173.702,173.702,173.688,173.703,173.7,173.703,173.639,173.701,173.703,173.702,173.703,173.702,173.703,173.703,173.701,173.703,3.69427,4.58174,1137.53,673.202,0.5902,10.3753,12.4036,15.764,90,90,90
